Gene ID,Gene Name,SRR975564,SRR975565,SRR975566,SRR975569,SRR975570,SRR975571,SRR975597,SRR975598,SRR975599
ENSG00000020219,CCT8L1P,1,0,0,0,0,0,0,0,0
ENSG00000020256,ZFP64,462,683,471,461,175,455,478,808,234
ENSG00000020426,MNAT1,167,324,148,173,67,153,128,153,105
ENSG00000020577,SAMD4A,290,127,258,322,100,445,172,103,137
ENSG00000020633,RUNX3,175,119,160,234,77,348,106,72,184
ENSG00000020922,MRE11,183,356,388,551,173,422,533,568,153
ENSG00000021300,PLEKHB1,217,255,1133,133,99,304,127,437,312
ENSG00000021355,SERPINB1,6775,4424,796,3568,1782,4945,1519,2726,2262
ENSG00000021461,CYP3A43,0,0,0,3,0,2,2,3,5
ENSG00000021488,SLC7A9,1,2,1,0,0,7,18,15,2
ENSG00000021574,SPAST,308,500,413,719,239,574,455,521,161
ENSG00000021645,NRXN3,19,12,213,60,31,101,12,3,8
ENSG00000021762,OSBPL5,1639,896,330,529,374,804,665,690,558
ENSG00000021776,AQR,891,1514,811,1370,414,1446,481,531,271
ENSG00000021826,CPS1,60,30,5,106,14,51,2403,1688,156
ENSG00000021852,C8B,0,2,0,12,1,2,843,1289,135
ENSG00000022267,FHL1,163,411,212,1658,585,2419,153,149,252
ENSG00000022277,RTF2,1569,2839,1615,1984,890,2216,1883,2322,1089
ENSG00000022355,GABRA1,0,0,0,0,0,0,0,0,0
ENSG00000022556,NLRP2,12,2,15,157,100,528,14,1,150
ENSG00000022567,SLC45A4,566,312,460,447,188,703,417,445,443
ENSG00000022840,RNF10,2626,2572,1522,3842,1561,4019,1826,3073,1160
ENSG00000022976,ZNF839,166,286,63,151,67,128,61,93,61
ENSG00000023041,ZDHHC6,851,734,847,1008,427,1269,805,581,478
ENSG00000023171,GRAMD1B,62,37,60,76,30,79,41,19,44
ENSG00000023191,RNH1,2043,1552,1301,1221,595,2103,1439,2308,1115
ENSG00000023228,NDUFS1,3256,2906,1462,4299,1582,4459,2870,2631,530
ENSG00000023287,RB1CC1,683,1005,1125,1757,538,1268,956,534,455
ENSG00000023318,ERP44,1337,1432,1012,1636,601,1880,1613,1705,558
ENSG00000023330,ALAS1,1333,686,813,1360,586,1889,974,1330,311
ENSG00000023445,BIRC3,2006,352,484,1422,355,2639,661,612,237
ENSG00000023516,AKAP11,1394,1593,936,1621,507,1565,1298,1889,576
ENSG00000023572,GLRX2,93,89,55,103,40,120,71,124,37
ENSG00000023608,SNAPC1,122,145,95,89,38,80,50,67,21
ENSG00000023697,DERA,748,771,431,1249,529,1301,497,826,216
ENSG00000023734,STRAP,2799,2895,2084,1528,643,1892,1737,1959,794
ENSG00000023839,ABCC2,34,65,402,34,8,14,153,106,70
ENSG00000023892,DEF6,361,354,263,372,141,470,362,487,451
ENSG00000023902,PLEKHO1,330,225,348,356,128,629,173,157,168
ENSG00000023909,GCLM,295,289,319,336,115,551,297,461,144
ENSG00000024048,UBR2,987,1513,756,2308,867,2340,950,1305,311
ENSG00000024422,EHD2,655,739,739,561,254,948,238,193,278
ENSG00000024526,DEPDC1,572,165,190,289,86,118,335,181,65
ENSG00000024862,CCDC28A,148,406,145,518,202,408,147,437,97
ENSG00000025039,RRAGD,62,30,72,170,33,195,43,63,31
ENSG00000025156,HSF2,126,100,116,165,42,153,71,218,60
ENSG00000025293,PHF20,772,1190,942,906,355,918,1000,1111,339
ENSG00000025423,HSD17B6,37,49,18,99,28,90,574,576,163
ENSG00000025434,NR1H3,365,212,342,428,272,935,457,482,275
ENSG00000025708,TYMP,1127,532,1383,437,157,2590,739,883,537
ENSG00000025770,NCAPH2,718,606,488,471,194,608,502,598,331
ENSG00000025772,TOMM34,1336,1243,1007,413,159,609,1595,2042,524
ENSG00000025796,SEC63,1422,1439,1495,2646,966,2574,1116,2589,718
ENSG00000025800,KPNA6,1177,816,718,1219,483,1274,1058,683,496
ENSG00000026025,VIM,4198,3026,4130,4875,1406,7271,2515,1777,1917
ENSG00000026036,RTEL1-TNFRSF6B,529,247,54,37,15,109,112,133,116
ENSG00000026103,FAS,577,235,128,1040,468,880,169,139,63
ENSG00000026297,RNASET2,2253,954,796,1313,515,1593,854,2505,490
ENSG00000026508,CD44,11086,5988,1237,2968,782,3289,2694,4271,1818
ENSG00000026559,KCNG1,16,162,4,64,12,69,84,105,100
ENSG00000026652,AGPAT4,68,57,67,143,61,160,38,32,79
ENSG00000026751,SLAMF7,149,180,509,1045,218,1705,158,93,93
ENSG00000026950,BTN3A1,1048,418,436,1594,407,1674,717,601,635
ENSG00000027001,MIPEP,1106,416,409,403,225,511,925,998,168
ENSG00000027075,PRKCH,135,293,253,391,113,436,128,126,152
ENSG00000027644,INSRR,1,0,0,2,0,5,0,0,1
ENSG00000027697,IFNGR1,1761,1271,672,2733,978,3696,651,1336,383
ENSG00000027847,B4GALT7,556,352,206,228,117,425,428,836,440
ENSG00000027869,SH2D2A,78,65,82,48,23,97,84,109,100
ENSG00000028116,VRK2,476,344,368,418,158,428,250,436,61
ENSG00000028137,TNFRSF1B,1487,966,930,1129,358,1560,1665,616,579
ENSG00000028203,VEZT,934,1136,679,1420,413,1310,538,619,283
ENSG00000028277,POU2F2,150,58,73,155,64,218,43,30,55
ENSG00000028310,BRD9,616,785,509,602,296,735,617,491,421
ENSG00000028528,SNX1,1315,1846,1167,2708,1065,2944,940,1122,852
ENSG00000028839,TBPL1,234,298,200,388,124,268,95,328,103
ENSG00000029153,ARNTL2,762,252,363,132,31,154,262,236,161
ENSG00000029363,BCLAF1,2738,3894,1606,3685,1153,3181,1569,2129,635
ENSG00000029364,SLC39A9,1940,1640,1023,2153,812,1843,677,756,239
ENSG00000029534,ANK1,25,30,23,24,7,27,11,9,7
ENSG00000029559,IBSP,29,4,7,0,0,0,3,1,2
ENSG00000029639,TFB1M,283,195,139,153,86,160,243,260,87
ENSG00000029725,RABEP1,779,570,540,1360,404,1273,766,486,218
ENSG00000029993,HMGB3,1354,1290,1474,919,402,1288,701,2264,440
ENSG00000030066,NUP160,1154,1459,1303,1185,388,1301,1160,729,349
ENSG00000030110,BAK1,1541,689,442,1145,591,2467,802,1200,493
ENSG00000030304,MUSK,8,4,4,120,26,81,0,2,2
ENSG00000030419,IKZF2,44,219,60,223,74,227,54,113,37
ENSG00000030582,GRN,3800,5257,5123,7437,3151,9210,4163,7324,2392
ENSG00000031003,FAM13B,262,490,254,1057,307,954,225,264,201
ENSG00000031081,ARHGAP31,345,309,391,489,186,689,180,200,96
ENSG00000031691,CENPQ,137,126,65,114,33,76,96,134,49
ENSG00000031698,SARS,4206,1781,1402,2803,1397,3846,2448,2290,1629
ENSG00000031823,RANBP3,995,1216,700,910,385,1109,850,1368,559
ENSG00000032219,ARID4A,430,882,395,1241,393,877,322,338,212
ENSG00000032389,EIPR1,385,763,327,305,169,452,494,662,210
ENSG00000032444,PNPLA6,1031,938,1263,1006,544,1590,970,1410,869
ENSG00000032742,IFT88,334,390,137,416,176,327,392,465,100
ENSG00000033011,ALG1,964,729,497,447,202,503,445,818,271
ENSG00000033030,ZCCHC8,436,463,276,666,256,635,334,336,142
ENSG00000033050,ABCF2,1064,1422,1127,1069,563,1208,852,1088,460
ENSG00000033100,CHPF2,1264,1200,1039,1190,544,1273,712,1503,419
ENSG00000033122,LRRC7,4,3,8,43,9,22,7,5,4
ENSG00000033170,FUT8,1157,929,834,629,251,558,163,218,66
ENSG00000033178,UBA6,617,1188,686,825,268,935,889,549,301
ENSG00000033327,GAB2,667,808,619,1532,553,1187,1050,760,478
ENSG00000033627,ATP6V0A1,826,1684,655,1202,496,1454,728,1019,715
ENSG00000033800,PIAS1,542,939,492,1109,388,974,340,398,254
ENSG00000033867,SLC4A7,503,302,446,490,154,473,438,302,132
ENSG00000034053,APBA2,92,39,56,71,22,75,20,20,50
ENSG00000034152,MAP2K3,1861,863,556,1092,462,1447,1032,1313,310
ENSG00000034239,EFCAB1,4,1,0,9,2,8,2,0,1
ENSG00000034510,TMSB10,20363,14287,7802,14717,7602,17975,9146,17843,5753
ENSG00000034533,ASTE1,120,359,97,335,111,285,139,246,64
ENSG00000034677,RNF19A,671,995,879,2109,686,1943,694,1012,382
ENSG00000034693,PEX3,196,263,134,234,69,240,132,287,61
ENSG00000034713,GABARAPL2,778,1131,540,1373,618,1451,635,1251,368
ENSG00000034971,MYOC,0,0,0,117,52,170,1,0,0
ENSG00000035115,SH3YL1,1210,2559,1062,1336,572,1442,1712,2034,360
ENSG00000035141,FAM136A,1308,1042,990,1185,458,1159,1093,1529,533
ENSG00000035403,VCL,3587,1673,2086,2996,1207,4242,1958,1857,663
ENSG00000035499,DEPDC1B,431,297,165,203,75,105,318,292,54
ENSG00000035664,DAPK2,89,514,732,577,222,1331,111,268,545
ENSG00000035681,NSMAF,701,844,773,1050,412,1213,695,354,389
ENSG00000035687,ADSS,989,1198,753,1505,537,1552,958,1483,352
ENSG00000035720,STAP1,18,4,12,79,22,79,5,1,4
ENSG00000035862,TIMP2,1987,2004,2714,4213,1145,5770,1308,715,873
ENSG00000035928,RFC1,1034,1333,839,1426,395,1221,1167,548,203
ENSG00000036054,TBC1D23,665,919,504,1059,352,1135,562,676,213
ENSG00000036257,CUL3,1614,2044,1101,2531,847,2224,1179,1597,379
ENSG00000036448,MYOM2,14,113,25,39,4,74,10,84,19
ENSG00000036473,OTC,16,11,124,60,28,167,105,135,36
ENSG00000036530,CYP46A1,7,2,4,10,5,12,1,3,6
ENSG00000036549,AC118549.1,725,477,518,963,294,766,666,420,263
ENSG00000036565,SLC18A1,2,23,15,76,30,39,0,0,1
ENSG00000036672,USP2,7,2,12,280,126,228,9,12,14
ENSG00000036828,CASR,0,3,0,15,9,4,1,1,2
ENSG00000037042,TUBG2,66,189,116,94,57,157,91,114,128
ENSG00000037241,RPL26L1,322,555,164,225,94,282,279,559,190
ENSG00000037280,FLT4,253,193,246,133,57,269,120,119,112
ENSG00000037474,NSUN2,2325,2416,1328,1625,690,2237,1868,1117,687
ENSG00000037637,FBXO42,352,296,284,550,186,561,390,309,205
ENSG00000037749,MFAP3,292,375,219,554,211,564,219,187,84
ENSG00000037757,MRI1,272,504,423,344,145,462,383,420,209
ENSG00000037897,METTL1,466,341,322,129,74,324,433,470,217
ENSG00000037965,HOXC8,0,0,0,0,0,6,0,0,1
ENSG00000038002,AGA,186,159,177,497,209,390,304,267,90
ENSG00000038210,PI4K2B,817,967,334,594,177,499,472,369,246
ENSG00000038219,BOD1L1,955,1947,1079,2114,663,2027,1167,670,321
ENSG00000038274,MAT2B,1657,1918,652,2900,1071,2556,1183,1602,544
ENSG00000038295,TLL1,15,33,17,72,32,112,1,1,1
ENSG00000038358,EDC4,1073,986,757,1206,505,1245,1071,1387,534
ENSG00000038382,TRIO,1931,2641,1993,2506,1089,2932,1876,1223,1006
ENSG00000038427,VCAN,1537,1147,2113,1113,268,1618,975,528,750
ENSG00000038532,CLEC16A,790,562,420,678,289,828,592,704,201
ENSG00000038945,MSR1,344,207,460,420,72,420,603,207,116
ENSG00000039068,CDH1,7651,17016,11833,16367,7202,17156,10420,9356,4664
ENSG00000039123,MTREX,1295,2066,694,1989,748,1863,1453,1827,396
ENSG00000039139,DNAH5,9,10,2,3,2,8,10,4,10
ENSG00000039319,ZFYVE16,495,788,573,1074,326,1074,544,451,159
ENSG00000039523,RIPOR1,814,390,742,391,156,677,635,1061,215
ENSG00000039537,C6,2,19,5,53,7,10,680,698,141
ENSG00000039560,RAI14,839,629,573,808,200,668,402,537,221
ENSG00000039600,SOX30,13,64,6,49,17,45,14,23,9
ENSG00000039650,PNKP,514,242,277,397,183,451,458,296,214
ENSG00000039987,BEST2,6,4,0,94,171,125,19,10,1
ENSG00000040199,PHLPP2,249,532,222,3503,1169,2312,486,592,182
ENSG00000040275,SPDL1,555,354,205,219,79,170,276,376,90
ENSG00000040341,STAU2,405,568,565,817,298,583,556,260,296
ENSG00000040487,PQLC2,146,98,134,118,50,181,144,129,107
ENSG00000040531,CTNS,210,168,172,261,96,383,233,151,72
ENSG00000040608,RTN4R,70,31,54,22,7,15,67,60,26
ENSG00000040633,PHF23,769,476,306,629,294,624,550,526,159
ENSG00000040731,CDH10,0,0,0,8,3,8,0,0,0
ENSG00000040933,INPP4A,417,379,307,635,246,763,259,364,195
ENSG00000041353,RAB27B,236,175,165,553,199,489,174,152,49
ENSG00000041357,PSMA4,3072,3331,2072,2819,1302,3337,1240,1777,1037
ENSG00000041515,MYO16,10,4,3,13,3,4,8,11,1
ENSG00000041802,LSG1,905,1456,727,1077,445,1184,891,1180,434
ENSG00000041880,PARP3,447,293,194,481,182,546,216,416,167
ENSG00000041982,TNC,3921,1544,2279,282,156,1223,1156,1356,839
ENSG00000041988,THAP3,132,36,81,142,83,196,125,128,77
ENSG00000042062,RIPOR3,73,98,86,101,58,174,15,42,18
ENSG00000042088,TDP1,442,503,267,352,117,268,188,333,123
ENSG00000042286,AIFM2,751,249,399,649,335,980,948,383,356
ENSG00000042304,C2orf83,0,0,0,0,0,0,1,0,0
ENSG00000042317,SPATA7,49,115,85,127,48,95,49,61,47
ENSG00000042429,MED17,432,347,430,607,202,613,371,399,175
ENSG00000042445,RETSAT,3243,2405,1990,8234,4125,7985,2254,2347,988
ENSG00000042493,CAPG,1914,2777,1226,1250,552,1535,1311,3070,782
ENSG00000042753,AP2S1,1143,713,600,636,339,917,734,777,457
ENSG00000042781,USH2A,4,8,1,11,1,5,4,4,4
ENSG00000042813,ZPBP,0,0,1,0,0,0,0,1,0
ENSG00000042832,TG,18,38,14,8,2,11,92,137,7
ENSG00000042980,ADAM28,69,118,118,1034,230,603,38,50,48
ENSG00000043039,BARX2,198,36,16,419,170,517,8,144,73
ENSG00000043093,DCUN1D1,552,740,404,911,336,832,405,623,197
ENSG00000043143,JADE2,542,765,315,977,334,1108,439,434,490
ENSG00000043355,ZIC2,44,0,0,2,1,7,1,7,3
ENSG00000043462,LCP2,1722,415,699,556,177,941,329,181,319
ENSG00000043514,TRIT1,501,255,297,348,156,334,500,295,805
ENSG00000043591,ADRB1,2,1,0,38,19,49,1,1,10
ENSG00000044012,GUCA2B,9,1,1,1085,344,492,3,8,6
ENSG00000044090,CUL7,1173,791,526,570,253,658,540,1165,338
ENSG00000044115,CTNNA1,8092,9269,3196,10063,4032,13055,6552,8046,2088
ENSG00000044446,PHKA2,412,1315,1183,592,282,1142,615,750,222
ENSG00000044459,CNTLN,44,113,61,130,32,135,90,25,27
ENSG00000044524,EPHA3,40,85,48,398,83,125,87,36,71
ENSG00000044574,HSPA5,24739,9845,9293,9349,3359,17931,9354,12336,3747
ENSG00000046604,DSG2,10770,6101,5107,16145,5493,14594,8319,9399,1805
ENSG00000046647,GEMIN8,256,261,266,184,90,227,138,279,87
ENSG00000046651,OFD1,374,657,499,938,318,1045,485,530,201
ENSG00000046653,GPM6B,32,45,44,197,72,421,24,38,19
ENSG00000046774,MAGEC2,0,0,4,0,0,0,0,0,0
ENSG00000046889,PREX2,41,115,69,259,67,298,18,8,19
ENSG00000047056,WDR37,316,672,193,564,196,478,188,167,165
ENSG00000047188,YTHDC2,728,572,362,1145,319,1015,563,305,163
ENSG00000047230,CTPS2,595,1183,964,707,259,636,528,807,187
ENSG00000047249,ATP6V1H,424,1003,688,705,208,547,567,384,286
ENSG00000047315,POLR2B,2432,2939,1853,2793,1064,2625,2126,1139,511
ENSG00000047346,FAM214A,261,530,269,1208,418,729,167,184,110
ENSG00000047365,ARAP2,432,427,294,800,245,798,335,187,110
ENSG00000047410,TPR,3001,3868,1861,3447,1217,3257,2590,2700,914
ENSG00000047457,CP,43,147,35,968,198,530,2704,3073,326
ENSG00000047578,KIAA0556,455,482,431,665,350,810,477,476,246
ENSG00000047579,DTNBP1,235,417,180,259,89,392,241,522,377
ENSG00000047597,XK,330,1028,509,1390,542,1279,417,767,224
ENSG00000047617,ANO2,13,13,13,13,7,33,2,0,2
ENSG00000047621,C12orf4,258,253,222,420,127,368,138,195,72
ENSG00000047634,SCML1,538,877,986,315,90,247,570,813,143
ENSG00000047644,WWC3,348,474,848,477,187,638,340,458,291
ENSG00000047648,ARHGAP6,21,75,309,122,34,122,17,44,39
ENSG00000047662,FAM184B,2,7,0,31,7,43,83,262,5
ENSG00000047849,MAP4,4610,3474,3679,3746,1492,4949,3443,4466,2151
ENSG00000047932,GOPC,1135,793,624,1840,655,1603,422,1071,334
ENSG00000047936,ROS1,27,25,1,44,9,18,0,36,0
ENSG00000048028,USP28,465,312,390,561,207,533,358,343,144
ENSG00000048052,HDAC9,45,101,34,378,90,429,22,49,23
ENSG00000048140,TSPAN17,785,743,430,821,425,1279,804,1051,918
ENSG00000048162,NOP16,631,455,260,264,121,388,682,811,506
ENSG00000048342,CC2D2A,65,174,97,249,60,205,102,25,54
ENSG00000048392,RRM2B,556,574,481,854,340,872,552,727,231
ENSG00000048405,ZNF800,308,688,460,559,183,511,385,544,143
ENSG00000048462,TNFRSF17,7,4,34,343,85,406,2,3,7
ENSG00000048471,SNX29,176,317,289,420,152,458,186,143,110
ENSG00000048540,LMO3,3,12,9,80,29,72,0,2,1
ENSG00000048544,MRPS10,744,977,396,870,381,880,703,889,271
ENSG00000048545,GUCA1A,14,1,2,1,0,0,0,1,1
ENSG00000048649,RSF1,923,1015,1002,1714,566,1468,846,918,330
ENSG00000048707,VPS13D,1070,736,810,2333,1078,2760,884,767,393
ENSG00000048740,CELF2,331,917,443,1142,390,1134,723,204,325
ENSG00000048828,FAM120A,6121,5545,3584,6741,2903,7020,5095,5196,2216
ENSG00000048991,R3HDM1,734,778,698,528,204,576,546,645,211
ENSG00000049089,COL9A2,358,415,44,306,114,248,36,157,202
ENSG00000049130,KITLG,568,621,341,1649,560,1590,257,232,107
ENSG00000049167,ERCC8,110,85,59,150,65,140,118,110,43
ENSG00000049192,ADAMTS6,61,27,44,18,7,19,11,23,28
ENSG00000049239,H6PD,1957,1066,905,2075,845,2390,1347,1250,554
ENSG00000049245,VAMP3,1274,1019,1100,2342,908,2444,1369,1107,608
ENSG00000049246,PER3,40,177,51,335,175,518,98,114,74
ENSG00000049247,UTS2,0,8,17,101,52,47,34,57,1
ENSG00000049249,TNFRSF9,55,20,48,15,5,63,25,21,21
ENSG00000049283,EPN3,400,427,382,515,230,344,359,429,225
ENSG00000049323,LTBP1,681,1725,500,1377,437,1621,738,850,736
ENSG00000049449,RCN1,3647,5476,3826,2148,763,3353,1345,2224,1161
ENSG00000049540,ELN,301,655,902,350,149,745,367,463,198
ENSG00000049541,RFC2,626,573,327,258,105,402,463,646,180
ENSG00000049618,ARID1B,1324,1701,876,1722,710,1711,1180,1782,568
ENSG00000049656,CLPTM1L,1701,2021,1661,1712,763,2397,1409,1343,973
ENSG00000049759,NEDD4L,938,1018,743,3300,1250,1939,1155,960,314
ENSG00000049768,FOXP3,32,40,112,21,12,32,42,24,84
ENSG00000049769,PPP1R3F,25,181,47,29,10,56,15,46,67
ENSG00000049860,HEXB,2252,2734,1587,3264,975,3176,2315,1906,725
ENSG00000049883,PTCD2,156,260,105,180,63,174,156,113,71
ENSG00000050030,NEXMIF,2,8,1,27,14,31,0,0,0
ENSG00000050130,JKAMP,583,735,352,925,328,802,280,421,211
ENSG00000050165,DKK3,941,1071,858,760,363,1580,202,147,195
ENSG00000050327,ARHGEF5,687,931,831,1088,454,1489,740,1133,359
ENSG00000050344,NFE2L3,1499,1510,1526,343,123,996,1394,1770,597
ENSG00000050393,MCUR1,1022,502,644,1041,328,837,856,727,926
ENSG00000050405,LIMA1,4604,3917,1219,12777,5151,12359,2946,2677,486
ENSG00000050426,LETMD1,777,1342,497,1049,427,1036,858,1066,452
ENSG00000050438,SLC4A8,14,43,79,72,16,51,116,159,160
ENSG00000050555,LAMC3,60,85,49,66,52,245,40,65,158
ENSG00000050628,PTGER3,36,28,33,86,27,82,7,5,6
ENSG00000050730,TNIP3,17,18,17,39,1,157,1,2,5
ENSG00000050748,MAPK9,780,871,386,1249,479,1032,697,1015,385
ENSG00000050767,COL23A1,16,12,25,18,4,82,15,11,8
ENSG00000050820,BCAR1,2210,1738,1068,1634,866,2396,1069,2237,744
ENSG00000051009,FAM160A2,1156,860,537,1798,817,2155,770,1417,374
ENSG00000051108,HERPUD1,1926,1071,1033,3769,1015,3583,891,1227,568
ENSG00000051128,HOMER3,124,144,131,110,43,248,74,84,64
ENSG00000051180,RAD51,432,402,280,227,89,155,171,326,104
ENSG00000051341,POLQ,363,415,205,194,56,112,282,294,76
ENSG00000051382,PIK3CB,857,1290,514,1717,632,1517,797,930,336
ENSG00000051523,CYBA,4114,3953,2100,1529,704,2396,1927,3820,1799
ENSG00000051596,THOC3,833,365,257,308,166,411,651,1234,268
ENSG00000051620,HEBP2,997,1839,505,1581,609,1635,407,2132,554
ENSG00000051825,MPHOSPH9,305,377,257,335,106,262,207,143,69
ENSG00000052126,PLEKHA5,332,1216,547,1233,370,879,398,518,169
ENSG00000052344,PRSS8,3895,3453,2368,4705,2270,6182,3395,9927,1936
ENSG00000052723,SIKE1,484,337,400,935,308,928,473,350,292
ENSG00000052749,RRP12,1388,503,689,295,138,694,1462,959,637
ENSG00000052795,FNIP2,1002,627,442,2856,806,2405,915,409,274
ENSG00000052802,MSMO1,1041,619,770,1021,296,685,1157,1797,527
ENSG00000052841,TTC17,1189,1982,838,2153,719,1958,1290,1126,438
ENSG00000052850,ALX4,2,1,0,1,0,4,0,0,1
ENSG00000053108,FSTL4,2,7,1,9,3,11,3,1,1
ENSG00000053254,FOXN3,804,864,723,2631,709,1995,714,670,680
ENSG00000053328,METTL24,3,2,4,19,5,20,4,0,1
ENSG00000053371,AKR7A2,1025,558,317,795,362,914,498,560,331
ENSG00000053372,MRTO4,1149,490,612,520,186,782,862,539,492
ENSG00000053438,NNAT,11,103,12,24,9,21,74,81,13
ENSG00000053501,USE1,202,189,115,174,86,244,147,238,95
ENSG00000053524,MCF2L2,9,24,9,27,15,41,18,5,9
ENSG00000053702,NRIP2,41,107,66,149,60,222,48,96,86
ENSG00000053747,LAMA3,415,616,352,2577,920,3453,269,1435,283
ENSG00000053770,AP5M1,849,974,569,1755,697,1700,343,555,285
ENSG00000053900,ANAPC4,357,601,402,680,237,623,412,314,237
ENSG00000053918,KCNQ1,1768,1445,1723,1313,513,1284,4980,1756,906
ENSG00000054116,TRAPPC3,625,438,460,712,325,912,548,569,1813
ENSG00000054118,THRAP3,3578,2307,1870,3672,1301,3587,2383,1838,2269
ENSG00000054148,PHPT1,862,681,405,728,320,820,656,1072,564
ENSG00000054179,ENTPD2,416,540,80,190,121,324,992,987,186
ENSG00000054219,LY75,410,955,388,560,150,584,465,1162,255
ENSG00000054267,ARID4B,653,1115,647,1379,458,1174,657,812,266
ENSG00000054277,OPN3,77,174,71,333,134,473,83,234,43
ENSG00000054282,SDCCAG8,300,275,232,424,136,386,260,262,69
ENSG00000054356,PTPRN,20,9,5,20,13,78,19,2,0
ENSG00000054392,HHAT,58,183,71,222,102,203,25,144,27
ENSG00000054523,KIF1B,1565,915,710,1742,607,1977,1203,556,407
ENSG00000054598,FOXC1,21,40,35,30,10,64,23,77,23
ENSG00000054611,TBC1D22A,723,359,472,756,318,853,591,611,263
ENSG00000054654,SYNE2,2168,2715,1542,6173,2333,5462,2399,2396,776
ENSG00000054690,PLEKHH1,1031,1467,470,1518,557,1724,452,784,194
ENSG00000054793,ATP9A,216,4619,2814,4048,1690,4039,3328,5469,3159
ENSG00000054796,SPO11,0,0,0,0,0,0,0,0,0
ENSG00000054803,CBLN4,0,2,1,0,2,3,0,1,1
ENSG00000054938,CHRDL2,48,59,81,4,1,10,9,21,12
ENSG00000054965,FAM168A,467,554,779,957,325,1140,656,463,649
ENSG00000054967,RELT,275,112,172,68,30,141,170,130,65
ENSG00000054983,GALC,1319,711,2232,1404,515,701,162,443,157
ENSG00000055044,NOP58,1787,2216,1219,1037,374,1351,1635,2062,672
ENSG00000055070,SZRD1,3068,1483,1689,2702,1131,3270,2163,1464,1152
ENSG00000055118,KCNH2,249,682,287,97,55,90,470,351,85
ENSG00000055130,CUL1,1358,2314,1453,1455,544,1679,892,1216,353
ENSG00000055147,FAM114A2,275,254,155,383,176,420,181,261,87
ENSG00000055163,CYFIP2,733,807,213,776,299,801,838,1324,340
ENSG00000055208,TAB2,1070,1660,744,2743,938,2332,895,1400,395
ENSG00000055211,GINM1,387,489,295,1208,459,935,343,465,155
ENSG00000055332,EIF2AK2,729,1307,972,1566,455,1843,998,1455,407
ENSG00000055483,USP36,1496,1392,1056,748,362,1055,1424,1219,1041
ENSG00000055609,KMT2C,1240,3085,1671,2658,948,2760,1170,1471,407
ENSG00000055732,MCOLN3,2,26,0,30,20,47,6,0,9
ENSG00000055813,CCDC85A,0,8,8,36,6,21,2,7,3
ENSG00000055917,PUM2,2381,3093,1873,4145,1385,3544,2303,3339,890
ENSG00000055950,MRPL43,728,419,438,666,305,726,639,608,432
ENSG00000055955,ITIH4,1,3,1,9,2,7,36,61,15
ENSG00000055957,ITIH1,2,7,1,33,7,6,2176,3170,343
ENSG00000056050,HPF1,123,142,107,239,99,274,148,155,65
ENSG00000056097,ZFR,1604,3378,2065,3080,994,2697,1482,1884,667
ENSG00000056277,ZNF280C,70,118,128,70,19,74,58,125,25
ENSG00000056291,NPFFR2,3,2,5,6,2,1,0,0,1
ENSG00000056487,PHF21B,1,0,0,2,2,2,0,0,0
ENSG00000056558,TRAF1,306,908,267,223,86,345,246,297,317
ENSG00000056586,RC3H2,806,923,785,1407,447,1127,733,906,415
ENSG00000056678,,0,0,0,0,0,0,0,0,0
ENSG00000056736,IL17RB,459,304,309,499,165,533,341,142,326
ENSG00000056972,TRAF3IP2,810,602,362,1342,761,1522,299,1099,302
ENSG00000056998,GYG2,68,350,297,121,43,186,173,88,69
ENSG00000057019,DCBLD2,225,428,259,414,119,279,246,552,102
ENSG00000057149,SERPINB3,0,0,0,0,0,0,9,0,0
ENSG00000057252,SOAT1,532,1143,677,1141,392,834,843,1738,123
ENSG00000057294,PKP2,3499,2429,976,4688,1798,5502,1987,1406,632
ENSG00000057468,MSH4,9,0,0,2,1,1,1,5,1
ENSG00000057593,F7,1,22,46,14,3,4,222,272,31
ENSG00000057608,GDI2,7454,11314,3248,6213,2531,6942,4090,3397,1939
